CHEMBL2|PRAZOSIN
CHEMBL1200817|LEVOMETHADYL ACETATE HYDROCHLORIDE
CHEMBL1200819|ARTICAINE HYDROCHLORIDE
CHEMBL1200822|FLECAINIDE ACETATE
CHEMBL1200825|METHADONE HYDROCHLORIDE
CHEMBL1200826|LITHIUM CARBONATE
CHEMBL1200828|CYCRIMINE HYDROCHLORIDE
CHEMBL1200831|SPIRAPRIL HYDROCHLORIDE
CHEMBL1200833|DIPIVEFRIN HYDROCHLORIDE
CHEMBL1200837|LEVOBETAXOLOL HYDROCHLORIDE
CHEMBL1200841|PROCAINE HYDROCHLORIDE
CHEMBL1200843|METHYLERGONOVINE MALEATE
CHEMBL1200845|HALCINONIDE
CHEMBL1200848|HYDROXYPROGESTERONE CAPROATE
CHEMBL1200853|DYDROGESTERONE
CHEMBL1200854|FLUPHENAZINE DECANOATE
CHEMBL1200862|METYROSINE
CHEMBL1200865|LOTEPREDNOL ETABONATE
CHEMBL1200870|TIMOLOL MALEATE
CHEMBL1200873|PHENTOLAMINE MESYLATE
CHEMBL1200874|TOLBUTAMIDE SODIUM, STERILE
CHEMBL1200875|FLAVOXATE HYDROCHLORIDE
CHEMBL1200877|FLUMETHASONE PIVALATE
CHEMBL1200878|TRIAMCINOLONE HEXACETONIDE
CHEMBL1200879|WARFARIN SODIUM
CHEMBL1200880|DIPHEMANIL METHYLSULFATE
CHEMBL1200881|MINOCYCLINE HYDROCHLORIDE
CHEMBL1200883|THONZONIUM BROMIDE
CHEMBL1200885|ALOSETRON HYDROCHLORIDE
CHEMBL1200887|TRIMETHOBENZAMIDE HYDROCHLORIDE
CHEMBL1200891|OXYPHENCYCLIMINE HYDROCHLORIDE
CHEMBL1200893|PROTOKYLOL HYDROCHLORIDE
CHEMBL1200895|PHENELZINE SULFATE
CHEMBL1200896|DINOPROST TROMETHAMINE
CHEMBL1200901|HALOFANTRINE HYDROCHLORIDE
CHEMBL1200903|SECOBARBITAL SODIUM
CHEMBL1200904|SELEGILINE HYDROCHLORIDE
CHEMBL1200906|OXYPHENONIUM BROMIDE
CHEMBL1200908|HALOBETASOL PROPIONATE
CHEMBL1200909|PREDNISOLONE TEBUTATE
CHEMBL1200912|PHENTERMINE HYDROCHLORIDE
CHEMBL1200914|TAMSULOSIN HYDROCHLORIDE
CHEMBL1200916|THIORIDAZINE HYDROCHLORIDE
CHEMBL1200920|ISOETHARINE HYDROCHLORIDE
CHEMBL1200927|DEXCHLORPHENIRAMINE MALEATE
CHEMBL1200930|RABEPRAZOLE SODIUM
CHEMBL1200933|HEXAFLUORENIUM BROMIDE
CHEMBL1200934|NORGESTIMATE
CHEMBL1200935|DARIFENACIN HYDROBROMIDE
CHEMBL1200940|METOCLOPRAMIDE HYDROCHLORIDE
CHEMBL1200946|NANDROLONE DECANOATE
CHEMBL1200947|METIPRANOLOL HYDROCHLORIDE
CHEMBL1200948|TRIMIPRAMINE MALEATE
CHEMBL1200949|BETAZOLE HYDROCHLORIDE
CHEMBL1200950|CLIDINIUM BROMIDE
CHEMBL1200951|FLUPHENAZINE ENANTHATE
CHEMBL1200952|METHAMPHETAMINE HYDROCHLORIDE
CHEMBL1200953|HYDROCORTISONE PROBUTATE
CHEMBL1200955|MYCOPHENOLATE MOFETIL HYDROCHLORIDE
CHEMBL1200959|METHDILAZINE
CHEMBL1200961|BROMPHENIRAMINE MALEATE
CHEMBL1200963|BIMATOPROST
CHEMBL1200964|AMITRIPTYLINE HYDROCHLORIDE
CHEMBL1200967|BROMODIPHENHYDRAMINE HYDROCHLORIDE
CHEMBL1200968|HYDROCORTISONE SODIUM PHOSPHATE
CHEMBL1200969|DUTASTERIDE
CHEMBL1200970|ETHOPROPAZINE HYDROCHLORIDE
CHEMBL1200973|ESTRADIOL CYPIONATE
CHEMBL1200974|CARBINOXAMINE MALEATE
CHEMBL1200975|CLOCORTOLONE PIVALATE
CHEMBL1200976|IDARUBICIN HYDROCHLORIDE
CHEMBL1200977|MILRINONE LACTATE
CHEMBL1200980|ESTROPIPATE
CHEMBL1200981|EPIRUBICIN HYDROCHLORIDE
CHEMBL1200982|BUTABARBITAL SODIUM
CHEMBL1200983|GALLIUM NITRATE
CHEMBL1200984|AMLODIPINE MALEATE
CHEMBL1200986|HALOPERIDOL DECANOATE
CHEMBL1200987|EPROSARTAN MESYLATE
CHEMBL1200988|METHANTHELINE BROMIDE
CHEMBL1200989|ALCLOMETASONE DIPROPIONATE
CHEMBL1200993|GALLAMINE TRIETHIODIDE
CHEMBL1201001|MECHLORETHAMINE HYDROCHLORIDE
CHEMBL1201002|CARTEOLOL HYDROCHLORIDE
CHEMBL1201003|ELETRIPTAN HYDROBROMIDE
CHEMBL1201006|PYRILAMINE MALEATE
CHEMBL1201010|FLUDROCORTISONE ACETATE
CHEMBL1201011|QUINAPRIL HYDROCHLORIDE
CHEMBL1201012|FLURANDRENOLIDE
CHEMBL1201013|OLSALAZINE SODIUM
CHEMBL1201014|PREDNISOLONE SODIUM PHOSPHATE
CHEMBL1201016|CEFPODOXIME PROXETIL
CHEMBL1201020|DISOPYRAMIDE PHOSPHATE
CHEMBL1201022|PHENAZOPYRIDINE HYDROCHLORIDE
CHEMBL1201023|ORPHENADRINE HYDROCHLORIDE
CHEMBL1201027|GLYCOPYRROLATE
CHEMBL1201032|RIZATRIPTAN BENZOATE
CHEMBL1201035|BIPERIDEN HYDROCHLORIDE
CHEMBL1201037|EFLORNITHINE HYDROCHLORIDE
CHEMBL1201038|ACRISORCIN
CHEMBL1201039|BENZTHIAZIDE
CHEMBL1201043|CEPHAPIRIN SODIUM
CHEMBL1201044|DAPIPRAZOLE HYDROCHLORIDE
CHEMBL1201047|ANILERIDINE HYDROCHLORIDE
CHEMBL1201048|DROMOSTANOLONE PROPIONATE
CHEMBL1201049|ECONAZOLE NITRATE
CHEMBL1201051|CIMETIDINE HYDROCHLORIDE
CHEMBL1201052|MESORIDAZINE BESYLATE
CHEMBL1201057|CILASTATIN SODIUM
CHEMBL1201059|CHLOROGUANIDE HYDROCHLORIDE
CHEMBL1201060|LOXAPINE HYDROCHLORIDE
CHEMBL1201061|LEVALBUTEROL HYDROCHLORIDE
CHEMBL1201063|PROPAFENONE HYDROCHLORIDE
CHEMBL1201064|FLUOROMETHOLONE ACETATE
CHEMBL1201065|THIAMYLAL SODIUM
CHEMBL1201066|VENLAFAXINE HYDROCHLORIDE
CHEMBL1201067|BIPERIDEN LACTATE
CHEMBL1201068|PROPIOMAZINE HYDROCHLORIDE
CHEMBL1201081|METHYLPREDNISOLONE SODIUM SUCCINATE
CHEMBL1201082|FLUOXETINE HYDROCHLORIDE
CHEMBL1201087|CABERGOLINE
CHEMBL1201089|DIPHENHYDRAMINE CITRATE
CHEMBL1201099|CODEINE PHOSPHATE
CHEMBL1201101|TESTOSTERONE CYPIONATE
CHEMBL1201102|TRIFLUPROMAZINE HYDROCHLORIDE
CHEMBL1201103|METHOXAMINE HYDROCHLORIDE
CHEMBL1201108|CONIVAPTAN HYDROCHLORIDE
CHEMBL1201109|DESONIDE
CHEMBL1201110|VALACYCLOVIR HYDROCHLORIDE
CHEMBL1201115|ESMOLOL HYDROCHLORIDE
CHEMBL1201118|CEFMETAZOLE SODIUM
CHEMBL1201119|LIOTHYRONINE SODIUM
CHEMBL1201124|KETOROLAC TROMETHAMINE
CHEMBL1201129|DECITABINE
CHEMBL1201130|BETAINE HYDROCHLORIDE
CHEMBL1201131|PIPERONYL BUTOXIDE
CHEMBL1201132|NALBUPHINE HYDROCHLORIDE
CHEMBL1201134|LUBIPROSTONE
CHEMBL1201139|MEGESTROL ACETATE
CHEMBL1201141|IBUPROFEN LYSINE
CHEMBL1201142|RASAGILINE MESYLATE
CHEMBL1201146|NORETHINDRONE ACETATE
CHEMBL1201147|OCTOCRYLENE
CHEMBL1201148|MEPREDNISONE
CHEMBL1201149|NALTREXONE HYDROCHLORIDE
CHEMBL1201150|SUMATRIPTAN SUCCINATE
CHEMBL1201151|MESTRANOL
CHEMBL1201152|NALMEFENE HYDROCHLORIDE
CHEMBL1201153|ISOETHARINE MESYLATE
CHEMBL1201154|PROCHLORPERAZINE EDISYLATE
CHEMBL1201155|LOXAPINE SUCCINATE
CHEMBL1201156|NORTRIPTYLINE HYDROCHLORIDE
CHEMBL1201162|DORZOLAMIDE HYDROCHLORIDE
CHEMBL1201163|SUFENTANIL CITRATE
CHEMBL1201165|QUINESTROL
CHEMBL1201167|CARVEDILOL PHOSPHATE
CHEMBL1201168|ISOCARBOXAZID
CHEMBL1201173|MEDRYSONE
CHEMBL1201174|SITAGLIPTIN PHOSPHATE
CHEMBL1201177|LEVOBUNOLOL HYDROCHLORIDE
CHEMBL1201178|LISDEXAMFETAMINE DIMESYLATE
CHEMBL1201179|LAPATINIB DITOSYLATE
CHEMBL1201180|DICLOFENAC EPOLAMINE
CHEMBL1201182|TEMSIROLIMUS
CHEMBL1201184|LANREOTIDE ACETATE
CHEMBL1201187|MARAVIROC
CHEMBL1201190|LEVOCETIRIZINE DIHYDROCHLORIDE
CHEMBL1201192|ARMODAFINIL
CHEMBL1201193|LEVOBUPIVACAINE
CHEMBL1201203|BENZTROPINE
CHEMBL1201213|ISOETHARINE
CHEMBL1201217|DYCLONINE
CHEMBL1201218|CEFAMANDOLE NAFATE
CHEMBL1201232|ISOPROPAMIDE
CHEMBL1201234|MEPHENTERMINE
CHEMBL1201236|CARBIDOPA
CHEMBL1201264|METHANTHELINE
CHEMBL1201284|CINACALCET
CHEMBL1201287|DEXBROMPHENIRAMINE
CHEMBL1201304|INDOCYANINE GREEN
CHEMBL1201322|THONZONIUM
CHEMBL1201328|CARPHENAZINE
CHEMBL1201341|ECHOTHIOPHATE
CHEMBL1201356|METHYLERGONOVINE
CHEMBL1201414|TINZAPARIN SODIUM
CHEMBL1201419|LUTROPIN ALFA
CHEMBL1201420|UROKINASE
CHEMBL1201421|PEGAPTANIB SODIUM
CHEMBL1201438|ALDESLEUKIN
CHEMBL1201439|BASILIXIMAB
CHEMBL1201448|ARDEPARIN SODIUM
CHEMBL1201454|ALSEROXYLON
CHEMBL1201460|DALTEPARIN SODIUM
CHEMBL1201461|DEXTROMETHORPHAN POLISTIREX
CHEMBL1201463|CODEINE POLISTIREX
CHEMBL1201464|CHORIOGONADOTROPIN ALFA
CHEMBL1201466|ESTROGENS, CONJUGATED SYNTHETIC A
CHEMBL1201467|SYNTHETIC CONJUGATED ESTROGENS, B
CHEMBL1201468|ESTROGENS, ESTERIFIED
CHEMBL1201470|HYDROCODONE POLISTIREX
CHEMBL1201476|ENOXAPARIN SODIUM
CHEMBL1201477|POLYESTRADIOL PHOSPHATE
CHEMBL1201483|PSEUDOEPHEDRINE POLISTIREX
CHEMBL1201486|QUINIDINE POLYGALACTURONATE
CHEMBL1201490|SERMORELIN ACETATE
CHEMBL1201496|INSULIN ASPART
CHEMBL1201497|INSULIN GLARGINE
CHEMBL1201506|GEMTUZUMAB OZOGAMICIN
CHEMBL1201509|GONADOTROPIN, CHORIONIC
CHEMBL1201513|HEPARIN CALCIUM
CHEMBL1201515|PEGVISOMANT
CHEMBL1201528|VASOPRESSIN TANNATE
CHEMBL1201532|THYROTROPIN
CHEMBL1201533|THYROTROPIN ALFA
CHEMBL1201534|DANAPAROID SODIUM
CHEMBL1201535|PHENYLPROPANOLAMINE POLISTIREX
CHEMBL1201536|NICOTINE POLACRILEX
CHEMBL1201538|INSULIN LISPRO
CHEMBL1201539|INSULIN PORK
CHEMBL1201540|INSULIN SUSP ISOPHANE RECOMBINANT HUMAN
CHEMBL1201541|INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF
CHEMBL1201542|INSULIN ZINC SUSP EXTENDED PURIFIED BEEF
CHEMBL1201543|INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN
CHEMBL1201545|INSULIN SUSP ISOPHANE BEEF
CHEMBL1201546|INSULIN ZINC SUSP PURIFIED BEEF
CHEMBL1201549|TERIPARATIDE ACETATE
CHEMBL1201550|DENILEUKIN DIFTITOX
CHEMBL1201554|ANTITHROMBIN ALFA
CHEMBL1201556|BECAPLERMIN
CHEMBL1201557|INTERFERON ALFACON-1
CHEMBL1201558|INTERFERON ALFA-2B
CHEMBL1201560|PEGINTERFERON ALFA-2A
CHEMBL1201561|PEGINTERFERON ALFA-2B
CHEMBL1201562|INTERFERON BETA-1A
CHEMBL1201563|INTERFERON BETA-1B
CHEMBL1201564|INTERFERON GAMMA-1B
CHEMBL1201565|EPOETIN ALFA
CHEMBL1201566|DARBEPOETIN ALFA
CHEMBL1201567|FILGRASTIM
CHEMBL1201568|PEGFILGRASTIM
CHEMBL1201569|BOTULINUM TOXIN TYPE B
CHEMBL1201570|ANAKINRA
CHEMBL1201571|ALEFACEPT
CHEMBL1201572|ETANERCEPT
CHEMBL1201573|OPRELVEKIN
CHEMBL1201574|ONABOTULINUMTOXINA
CHEMBL1201575|EFALIZUMAB
CHEMBL1201576|RITUXIMAB
CHEMBL1201577|CETUXIMAB
CHEMBL1201580|ADALIMUMAB
CHEMBL1201581|INFLIXIMAB
CHEMBL1201583|BEVACIZUMAB
CHEMBL1201584|ABCIXIMAB
CHEMBL1201585|TRASTUZUMAB
CHEMBL1201587|ALEMTUZUMAB
CHEMBL1201593|ALTEPLASE
CHEMBL1201604|TOSITUMOMAB
CHEMBL1201605|DACLIZUMAB
CHEMBL1201606|IBRITUMOMAB TIUXETAN
CHEMBL1201607|NATALIZUMAB
CHEMBL1201608|MUROMONAB-CD3
CHEMBL1201611|INSULIN LISPRO PROTAMINE RECOMBINANT
CHEMBL1201613|INSULIN GLULISINE
CHEMBL1201619|APROTININ
CHEMBL1201620|SOMATREM
CHEMBL1201621|SOMATROPIN
CHEMBL1201627|INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN
CHEMBL1201628|INSULIN SUSP PROTAMINE ZINC BEEF PORK
CHEMBL1201629|INSULIN PURIFIED BEEF
CHEMBL1201630|INSULIN PURIFIED PORK
CHEMBL1201631|INSULIN
CHEMBL1201634|INSULIN ZINC
CHEMBL1201634|INSULIN ZINC SUSP PURIFIED BEEF PORK
CHEMBL1201635|INSULIN SUSP ISOPHANE BEEF PORK
CHEMBL1201638|INSULIN SUSP PROTAMINE ZINC PURIFIED PORK
CHEMBL1201639|INSULIN ZINC SUSP BEEF
CHEMBL1201640|INSULIN ZINC SUSP EXTENDED BEEF
CHEMBL1201641|INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN
CHEMBL1201642|INSULIN ZINC SUSP PROMPT BEEF
CHEMBL1201643|INSULIN ZINC SUSP PROMPT PURIFIED PORK
CHEMBL1201644|INSULIN ZINC SUSP RECOMBINANT HUMAN
CHEMBL1201649|ESTROGENS, CONJUGATED
CHEMBL1201653|INSULIN ZINC SUSP PURIFIED PORK
CHEMBL1201655|INSULIN SUSP ISOPHANE PURIFIED BEEF
CHEMBL1201656|INSULIN SUSP ISOPHANE PURIFIED PORK
CHEMBL1201657|HEPARIN SODIUM
CHEMBL1201659|CHLORPHENIRAMINE POLISTIREX
CHEMBL1201661|CALCITONIN SALMON RECOMBINANT
CHEMBL1201664|INSULIN ASPART PROTAMINE RECOMBINANT
CHEMBL1201668|NESIRITIDE
CHEMBL1201670|SARGRAMOSTIM
CHEMBL1201697|LH (MENOTROPINS)
CHEMBL1201716|MECASERMIN
CHEMBL1201717|MECASERMIN RINFABATE
CHEMBL1201728|DESVENLAFAXINE SUCCINATE
CHEMBL1201729|DRONEDARONE HYDROCHLORIDE
CHEMBL1201731|NEBIVOLOL HYDROCHLORIDE
CHEMBL1201733|PAZOPANIB HYDROCHLORIDE
CHEMBL1201735|BUPROPION HYDROBROMIDE
CHEMBL1201740|NILOTINIB HYDROCHLORIDE MONOHYDRATE
CHEMBL1201743|SAXAGLIPTIN HYDROCHLORIDE
CHEMBL1201745|CHOLINE FENOFIBRATE
CHEMBL1201746|PRALATREXATE
CHEMBL1201747|ALCAFTADINE
CHEMBL1201748|CABAZITAXEL
CHEMBL1201749|DIFLUPREDNATE
CHEMBL1201752|IXABEPILONE
CHEMBL1201754|RUFINAMIDE
CHEMBL1201759|BEPOTASTINE BESYLATE
CHEMBL1201765|FESOTERODINE FUMARATE
CHEMBL1201773|PRASUGREL HYDROCHLORIDE
CHEMBL1201775|SAPROPTERIN DIHYDROCHLORIDE
CHEMBL1201777|TAPENTADOL HYDROCHLORIDE
CHEMBL1201780|CARGLUMIC ACID
CHEMBL1201782|FOSAPREPITANT DIMEGLUMINE
CHEMBL1201821|PALIFERMIN
CHEMBL1201823|ABATACEPT
CHEMBL1201825|RANIBIZUMAB
CHEMBL1201827|PANITUMUMAB
CHEMBL1201828|ECULIZUMAB
CHEMBL1201830|RILONACEPT
CHEMBL1201831|CERTOLIZUMAB PEGOL
CHEMBL1201833|GOLIMUMAB
CHEMBL1201834|CANAKINUMAB
CHEMBL1201835|USTEKINUMAB
CHEMBL1201836|OFATUMUMAB
CHEMBL1201837|ECALLANTIDE
CHEMBL1201863|DEXLANSOPRAZOLE
CHEMBL1201891|DEFLAZACORT
CHEMBL1204165|DILEVALOL HYDROCHLORIDE
CHEMBL1206690|PARECOXIB
CHEMBL1208422|ROSE BENGAL
CHEMBL1214124|PERAMPANEL
CHEMBL1229517|VEMURAFENIB
CHEMBL1229846|PHENOXYETHANOL
CHEMBL1229908|ETHAMIVAN
CHEMBL1230314|ESTETROL
CHEMBL1231723|POLIDOCANOL
CHEMBL1237022|TOCILIZUMAB
CHEMBL1237023|DENOSUMAB
CHEMBL1237061|PITAVASTATIN CALCIUM
CHEMBL1237080|GRANISETRON HYDROCHLORIDE
CHEMBL1237082|MECAMYLAMINE HYDROCHLORIDE
CHEMBL1237099|DOXACURIUM CHLORIDE
CHEMBL1237102|LEVOCABASTINE HYDROCHLORIDE
CHEMBL1237104|PROPOXYPHENE HYDROCHLORIDE
CHEMBL1237105|CARBOPROST TROMETHAMINE
CHEMBL1237119|TREPROSTINIL
CHEMBL1237132|CLEVIDIPINE
CHEMBL1237135|MAPROTILINE HYDROCHLORIDE
CHEMBL1255654|TETRACAINE HYDROCHLORIDE
CHEMBL1255739|METHAPYRILENE HYDROCHLORIDE
CHEMBL1255943|GLUTAMIC ACID HYDROCHLORIDE
CHEMBL1256137|CYSTEAMINE HYDROCHLORIDE
CHEMBL1256391|PIRFENIDONE
CHEMBL1256400|XYLOMETAZOLINE HYDROCHLORIDE
CHEMBL1256696|CARBETAPENTANE CITRATE
CHEMBL1256786|FORMOTEROL
CHEMBL1256818|DEXTROMETHORPHAN HYDROBROMIDE
CHEMBL1256819|ANTAZOLINE HYDROCHLORIDE
CHEMBL1256841|NIALAMIDE
CHEMBL1256842|NOMIFENSINE MALEATE
CHEMBL1256901|BUTYLSCOPOLAMINE BROMIDE
CHEMBL1256958|EPINEPHRINE BITARTRATE
CHEMBL1257015|PICOTAMIDE
CHEMBL1257040|TRIFLUOPERAZINE HYDROCHLORIDE
CHEMBL1276308|MIFEPRISTONE
CHEMBL1287853|FEDRATINIB
CHEMBL1289494|TIVOZANIB
CHEMBL1289601|LENVATINIB
CHEMBL1289926|AXITINIB
CHEMBL1314751|PROCHLORPERAZINE MALEATE
CHEMBL1315867|TERBUTALINE SULFATE
CHEMBL1318287|PENTOLINIUM TARTRATE
CHEMBL1319139|BROMHEXINE HYDROCHLORIDE
CHEMBL1323699|PADIMATE O
CHEMBL1329455|MOLSIDOMINE
CHEMBL1330729|CLENBUTEROL HYDROCHLORIDE
CHEMBL1334033|PERHEXILINE MALEATE
CHEMBL1354199|METHSCOPOLAMINE BROMIDE
CHEMBL1357648|AMODIAQUINE HYDROCHLORIDE
CHEMBL1364144|METHYLPREDNISOLONE ACETATE
CHEMBL1364551|MINAPRINE HYDROCHLORIDE
CHEMBL1367605|RITODRINE HYDROCHLORIDE
CHEMBL1370561|AMINOPHYLLINE
CHEMBL1371200|CANRENOATE POTASSIUM
CHEMBL1371770|PIRIBEDIL
CHEMBL1372950|NICERGOLINE
CHEMBL1373254|CYCLOPENTHIAZIDE
CHEMBL1375743|ZIPRASIDONE HYDROCHLORIDE
CHEMBL1382627|SULFADIAZINE, SILVER
CHEMBL1398126|AMILORIDE HYDROCHLORIDE
CHEMBL1408594|ALVERINE CITRATE
CHEMBL1411731|TALAMPICILLIN HYDROCHLORIDE
CHEMBL1411979|METHAPYRILENE
CHEMBL1417019|MITOXANTRONE HYDROCHLORIDE
CHEMBL1418176|METHANDROSTENOLONE
CHEMBL1434513|NOREPINEPHRINE BITARTRATE
CHEMBL1441059|ALBUTEROL SULFATE
CHEMBL1442422|DIBENZEPIN
CHEMBL1446650|MEBEVERINE HYDROCHLORIDE
CHEMBL1447476|BITHIONOLATE SODIUM
CHEMBL1447815|INDIUM CHLORIDE
CHEMBL1448187|FLUPHENAZINE HYDROCHLORIDE
CHEMBL1451116|IODOFORM
CHEMBL1452696|FEPRAZONE
CHEMBL1453317|DIETHYLTOLUAMIDE
CHEMBL1463345|CANRENONE
CHEMBL1472989|BISOPROLOL FUMARATE
CHEMBL1477036|DOCUSATE
CHEMBL1479848|ACETOMENAPHTHONE
CHEMBL1480987|CYCLANDELATE
CHEMBL1484251|CHLORHEXIDINE HYDROCHLORIDE
CHEMBL1492500|DOTHIEPIN
CHEMBL1512677|AMYLMETACRESOL
CHEMBL1514715|ETHAMSYLATE
CHEMBL1516474|TEGASEROD MALEATE
CHEMBL1523964|EPHEDRINE SULFATE
CHEMBL1524273|PHTHALYLSULFATHIAZOLE
CHEMBL1528134|BENZYDAMINE HYDROCHLORIDE
CHEMBL1528839|PHENFORMIN HYDROCHLORIDE
CHEMBL1530428|DEXAMETHASONE ACETATE
CHEMBL1533310|HISTAMINE DIHYDROCHLORIDE
CHEMBL1534525|MIBEFRADIL DIHYDROCHLORIDE
CHEMBL1551365|ETHYL NITRITE [SPIRIT]
CHEMBL1560089|XANTHINOL NIACINATE
CHEMBL1562610|MECLOFENAMATE SODIUM
CHEMBL1565476|APAZONE
CHEMBL1567328|OMEPRAZOLE MAGNESIUM
CHEMBL1568057|METAPROTERENOL SULFATE
CHEMBL1569487|LORNOXICAM
CHEMBL1571863|ISOCONAZOLE
CHEMBL1590946|CEFSULODIN SODIUM
CHEMBL1592101|BISMUTH SUBGALLATE
CHEMBL1593558|DEBRISOQUIN SULFATE
CHEMBL1593906|LEVOPROPOXYPHENE NAPSYLATE
CHEMBL1599768|PYRANTEL PAMOATE
CHEMBL1601669|ALFACALCIDOL
CHEMBL1607273|CETIRIZINE HYDROCHLORIDE
CHEMBL1607480|OXYTETRACYCLINE HYDROCHLORIDE
CHEMBL1614701|SELUMETINIB
CHEMBL1615372|LURASIDONE HYDROCHLORIDE
CHEMBL1615374|VILAZODONE HYDROCHLORIDE
CHEMBL1615779|IOBENGUANE I 131
CHEMBL1626570|HEXOCYCLIUM METHYLSULFATE
CHEMBL1628227|DOXEPIN
CHEMBL1628234|DOXEPIN HYDROCHLORIDE
CHEMBL1628502|GABAPENTIN ENACARBIL
CHEMBL1683544|ERIBULIN MESYLATE
CHEMBL1697737|CLOTIAZEPAM
CHEMBL1697843|METILDIGOXIN
CHEMBL1705709|SODIUM FEREDETATE
CHEMBL1712842|MEPAZINE ACETATE
CHEMBL1722209|TOLTERODINE TARTRATE
CHEMBL1725730|LEVOMEPROMAZINE MALEATE
CHEMBL1740659|FURSULTIAMINE
CHEMBL1742423|BILASTINE
CHEMBL1742471|EBROTIDINE
CHEMBL1742982|AFLIBERCEPT
CHEMBL1742990|BELATACEPT
CHEMBL1742991|BENRALIZUMAB
CHEMBL1742992|BLINATUMOMAB
CHEMBL1742994|BRENTUXIMAB VEDOTIN
CHEMBL1742996|BRODALUMAB
CHEMBL1743007|DARATUMUMAB
CHEMBL1743010|ELOTUZUMAB
CHEMBL1743029|IBALIZUMAB
CHEMBL1743043|MOXETUMOMAB PASUDOTOX
CHEMBL1743047|NECITUMUMAB
CHEMBL1743048|OBINUTUZUMAB
CHEMBL1743049|OLARATUMAB
CHEMBL1743062|RAMUCIRUMAB
CHEMBL1743070|SILTUXIMAB
CHEMBL1743079|TEPROTUMUMAB
CHEMBL1743082|TRASTUZUMAB EMTANSINE
CHEMBL1743087|VEDOLIZUMAB
CHEMBL1744447|ROSUVASTATIN CALCIUM
CHEMBL1770248|ERTUGLIFLOZIN
CHEMBL1788132|LOFEXIDINE HYDROCHLORIDE
CHEMBL1789842|INDACATEROL MALEATE
CHEMBL1789843|BELIMUMAB
CHEMBL1789844|IPILIMUMAB
CHEMBL1790041|RANITIDINE
CHEMBL1795071|RUXOLITINIB PHOSPHATE
CHEMBL1795072|ZICONOTIDE ACETATE
CHEMBL1834657|INFIGRATINIB PHOSPHATE
CHEMBL1852688|INFIGRATINIB
CHEMBL1868702|GESTRINONE
CHEMBL1873475|IBRUTINIB
CHEMBL1887891|DEXFENFLURAMINE HYDROCHLORIDE
CHEMBL1889140|ROPIVACAINE HYDROCHLORIDE
CHEMBL1889436|OUABAIN
CHEMBL1905872|DOCUSATE SODIUM
CHEMBL1908360|EVEROLIMUS
CHEMBL1908373|ONAPRISTONE
CHEMBL1908377|PYRVINIUM PAMOATE
CHEMBL1909283|MEBANAZINE
CHEMBL1909285|NITREFAZOLE
CHEMBL1909286|PHENOXYPROPAZINE
CHEMBL1909298|PINAVERIUM BROMIDE
CHEMBL1909324|PINAVERIUM
CHEMBL1946170|REGORAFENIB
CHEMBL1951071|ARFORMOTEROL TARTRATE
CHEMBL1963681|AVANAFIL
CHEMBL1963683|TAFLUPROST
CHEMBL1963684|PEGINESATIDE ACETATE
CHEMBL1983268|ENTRECTINIB
CHEMBL2003538|CETYLPYRIDINIUM CHLORIDE
CHEMBL2005186|BELUMOSUDIL
CHEMBL2007641|PERTUZUMAB
CHEMBL2010601|IVACAFTOR
CHEMBL2021430|DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2024517|CARIPRAZINE HYDROCHLORIDE
CHEMBL2028019|CARIPRAZINE
CHEMBL2028663|DABRAFENIB
CHEMBL2028850|ICATIBANT
CHEMBL2028852|ICATIBANT ACETATE
CHEMBL2040682|CICLESONIDE
CHEMBL2043437|GLASDEGIB
CHEMBL2048028|LIFITEGRAST
CHEMBL2062163|PHENDIMETRAZINE TARTRATE
CHEMBL2062257|BRIMONIDINE TARTRATE
CHEMBL2062259|VARENICLINE TARTRATE
CHEMBL2062262|METARAMINOL BITARTRATE
CHEMBL2062264|PHENYLEPHRINE BITARTRATE
CHEMBL2062276|LEVALLORPHAN TARTRATE
CHEMBL2062335|METOPROLOL TARTRATE
CHEMBL2068724|ACAMPROSATE CALCIUM
CHEMBL2070241|BREMELANOTIDE
CHEMBL2079587|STANOZOLOL
CHEMBL2095208|COBICISTAT
CHEMBL2095211|LORCASERIN HYDROCHLORIDE
CHEMBL2095222|OCRIPLASMIN
CHEMBL2096631|CLORAZEPATE DIPOTASSIUM
CHEMBL2096642|INAMRINONE LACTATE
CHEMBL2103736|FENOPROFEN CALCIUM
CHEMBL2103738|LITHIUM CITRATE
CHEMBL2103739|EMEDASTINE DIFUMARATE
CHEMBL2103741|LEVOTHYROXINE SODIUM
CHEMBL2103743|TOFACITINIB CITRATE
CHEMBL2103784|COSYNTROPIN
CHEMBL2103795|AZILSARTAN KAMEDOXOMIL
CHEMBL2103802|DAPAGLIFLOZIN PROPYLENE GLYCOL
CHEMBL2103827|DROXIDOPA
CHEMBL2103830|FOSTAMATINIB
CHEMBL2103837|TAFAMIDIS
CHEMBL2103846|ULIPRISTAL
CHEMBL2103855|TELOTRISTAT
CHEMBL2103868|CABOZANTINIB S-MALATE
CHEMBL2103870|LUMACAFTOR
CHEMBL2103873|MACITENTAN
